mes_ano,metodo_pagamento,status_finalizacao,qtd_total,tpv,user_id
2024-07,CreditCard,recusado_por_risco,1,135.79,16
2024-07,Pix,cancelado,30,5577.62,16
2024-09,CreditCard,recusado_por_risco,2,322.80,16
2024-09,Pix,cancelado,9,2217.11,16
2024-08,CreditCard,cancelado,13,2428.77,16
2024-09,CreditCard,cancelado,4,697.08,16
2024-07,Pix,integrado,475,58810.91,17
2024-09,Pix,cancelado,69,7289.06,17
2024-07,Pix,cancelado,127,15651.16,17
2024-07,CreditCard,cancelado,55,7273.68,17
2024-09,CreditCard,integrado,139,17458.07,17
2024-08,Pix,integrado,448,55066.78,17
2024-08,Pix,cancelado,100,11585.78,17
2024-09,CreditCard,cancelado,25,3689.82,17
2024-09,Pix,integrado,216,24510.76,17
2024-08,CreditCard,recusado_por_risco,3,703.12,17
2024-08,CreditCard,integrado,279,37986.60,17
2024-07,CreditCard,integrado,330,44265.94,17
2024-08,CreditCard,cancelado,41,5442.37,17
2024-09,CreditCard,recusado_por_risco,1,109.00,17
2024-09,CreditCard,cancelado,64,11325.29,18
2024-08,CreditCard,cancelado,101,24674.94,18
2024-07,CreditCard,integrado,121,22738.55,18
2024-09,CreditCard,integrado,67,11766.67,18
2024-08,Pix,cancelado,69,12273.76,18
2024-08,CreditCard,integrado,99,17579.36,18
2024-09,Pix,cancelado,57,9926.72,18
2024-08,Pix,integrado,106,17991.83,18
2024-07,CreditCard,cancelado,77,24095.04,18
2024-07,CreditCard,recusado_por_risco,15,4937.35,18
2024-09,CreditCard,recusado_por_risco,2,338.00,18
2024-08,CreditCard,recusado_por_risco,6,1883.08,18
2024-09,Pix,integrado,78,13167.97,18
2024-07,Pix,integrado,135,22714.21,18
2024-07,Pix,cancelado,61,11426.12,18
2024-08,CreditCard,cancelado,156,45312.41,19
2024-07,CreditCard,integrado,159,49704.33,19
2024-07,Pix,integrado,242,58561.71,19
2024-08,Pix,integrado,283,66702.92,19
2024-08,Pix,cancelado,105,28278.01,19
2024-09,CreditCard,recusado_por_risco,22,6062.31,19
2024-07,Pix,cancelado,81,20539.05,19
2024-08,CreditCard,recusado_por_risco,14,4976.84,19
2024-07,CreditCard,cancelado,134,39266.29,19
2024-09,CreditCard,cancelado,275,77045.06,19
2024-09,Pix,integrado,282,66337.58,19
2024-08,CreditCard,integrado,203,58794.67,19
2024-09,Pix,cancelado,121,31038.15,19
2024-07,CreditCard,recusado_por_risco,6,1785.34,19
2024-09,CreditCard,integrado,198,58793.42,19
2024-07,Pix,integrado,25,3485.14,20
2024-08,Pix,cancelado,12,2009.43,20
2024-08,CreditCard,integrado,46,6579.53,20
2024-08,CreditCard,cancelado,31,6783.96,20
2024-08,Pix,integrado,25,3325.68,20
2024-07,CreditCard,integrado,44,5995.81,20
2024-07,Pix,cancelado,22,3125.46,20
2024-09,Pix,integrado,1,137.90,20
2024-08,CreditCard,recusado_por_risco,1,188.01,20
2024-08,Boleto,integrado,1,119.90,20
2024-07,CreditCard,cancelado,15,2359.55,20
2024-07,CreditCard,recusado_por_risco,2,388.24,20
2024-07,Boleto,integrado,1,139.80,20
2024-07,CreditCard,integrado,161,17004.56,21
2024-08,CreditCard,integrado,167,19618.57,21
2024-08,CreditCard,recusado_por_risco,7,768.24,21
2024-09,CreditCard,integrado,63,7063.22,21
2024-07,CreditCard,recusado_por_risco,9,941.88,21
2024-09,CreditCard,cancelado,14,1623.68,21
2024-07,Boleto,integrado,25,2639.70,21
2024-09,Boleto,integrado,8,754.60,21
2024-08,Boleto,integrado,41,4660.20,21
2024-09,Pix,integrado,84,7340.62,21
2024-07,Pix,integrado,155,14574.66,21
2024-09,Pix,cancelado,20,1708.91,21
2024-07,Pix,cancelado,59,5818.84,21
2024-08,CreditCard,cancelado,70,9665.00,21
2024-08,Pix,integrado,178,17259.87,21
2024-09,CreditCard,recusado_por_risco,5,548.18,21
2024-08,Pix,cancelado,73,7159.93,21
2024-07,CreditCard,cancelado,43,5049.10,21
2024-08,CreditCard,cancelado,42,13761.37,22
2024-09,CreditCard,cancelado,77,12424.99,22
2024-09,CreditCard,integrado,400,59175.44,22
2024-07,CreditCard,cancelado,40,4995.02,22
2024-07,Pix,integrado,356,40892.25,22
2024-08,CreditCard,integrado,319,50908.47,22
2024-09,Pix,cancelado,173,25479.42,22
2024-07,Pix,cancelado,107,13417.29,22
2024-07,CreditCard,integrado,270,35360.63,22
2024-07,Boleto,integrado,43,5507.30,22
2024-09,Pix,integrado,595,84420.82,22
2024-08,Pix,cancelado,104,16434.80,22
2024-08,Boleto,integrado,7,1091.92,22
2024-08,Pix,integrado,504,69270.32,22
2024-09,CreditCard,recusado_por_risco,1,80.67,22
2024-07,Pix,integrado,557,103525.69,23
2024-07,Pix,cancelado,222,42526.09,23
2024-09,Pix,integrado,335,67042.62,23
2024-08,Boleto,integrado,91,17715.30,23
2024-07,CreditCard,integrado,585,126684.37,23
2024-08,CreditCard,integrado,559,125592.17,23
2024-09,Pix,cancelado,155,29525.04,23
2024-07,CreditCard,cancelado,235,68724.61,23
2024-08,Pix,cancelado,207,42848.33,23
2024-08,Pix,integrado,468,94015.69,23
2024-07,Boleto,integrado,118,25817.20,23
2024-09,CreditCard,integrado,428,100963.59,23
2024-09,CreditCard,cancelado,176,42446.27,23
2024-07,CreditCard,recusado_por_risco,6,1336.40,23
2024-09,CreditCard,recusado_por_risco,5,987.20,23
2024-08,CreditCard,cancelado,218,47652.60,23
2024-09,Boleto,integrado,77,14219.99,23
2024-08,CreditCard,recusado_por_risco,14,3366.97,23
2024-07,CreditCard,integrado,77,9736.97,24
2024-08,CreditCard,cancelado,24,3939.55,24
2024-07,CreditCard,cancelado,21,2430.26,24
2024-08,Boleto,integrado,29,3384.60,24
2024-09,Pix,integrado,19,2084.91,24
2024-09,CreditCard,cancelado,9,1101.10,24
2024-09,Pix,cancelado,53,6534.71,24
2024-07,Boleto,integrado,35,4397.44,24
2024-07,Pix,integrado,80,9354.34,24
2024-07,Pix,cancelado,142,17461.59,24
2024-08,CreditCard,integrado,68,8415.97,24
2024-09,CreditCard,integrado,12,1499.89,24
2024-09,Boleto,integrado,7,779.48,24
2024-08,Pix,cancelado,155,19029.82,24
2024-08,Pix,integrado,72,8906.53,24
2024-07,Pix,cancelado,20,4902.92,25
2024-08,Pix,integrado,24,5072.10,25
2024-09,Pix,integrado,20,5155.94,25
2024-07,Pix,integrado,37,8855.70,25
2024-09,CreditCard,integrado,18,5300.09,25
2024-07,CreditCard,cancelado,18,4613.14,25
2024-08,CreditCard,cancelado,11,3429.16,25
2024-07,CreditCard,recusado_por_risco,2,415.38,25
2024-07,CreditCard,integrado,32,8940.68,25
2024-09,CreditCard,cancelado,16,5152.48,25
2024-08,Pix,cancelado,10,2796.09,25
2024-09,Pix,cancelado,8,2055.87,25
2024-08,CreditCard,recusado_por_risco,2,718.09,25
2024-08,CreditCard,integrado,16,4299.47,25
2024-07,Pix,integrado,98,16345.90,26
2024-08,Pix,cancelado,27,4608.70,26
2024-08,Pix,integrado,112,19311.26,26
2024-09,Pix,integrado,157,28767.46,26
2024-09,Pix,cancelado,36,7072.68,26
2024-07,CreditCard,integrado,56,10200.17,26
2024-07,CreditCard,cancelado,23,4205.79,26
2024-09,CreditCard,cancelado,15,3117.04,26
2024-08,CreditCard,integrado,52,10039.46,26
2024-09,CreditCard,integrado,89,16952.77,26
2024-09,CreditCard,recusado_por_risco,1,277.04,26
2024-08,Boleto,integrado,1,149.04,26
2024-07,Pix,cancelado,24,4070.81,26
2024-08,CreditCard,cancelado,8,1952.37,26
2024-07,Boleto,integrado,4,704.55,26
2024-08,CreditCard,recusado_por_risco,1,171.12,26
2024-08,CreditCard,integrado,229,52190.22,27
2024-08,CreditCard,cancelado,58,13029.16,27
2024-09,,cancelado,32,3699.43,27
2024-07,Pix,integrado,266,49766.30,27
2024-08,Pix,cancelado,108,19031.36,27
2024-07,,cancelado,128,12742.61,27
2024-08,Pix,integrado,103,20573.60,27
2024-07,CreditCard,recusado_por_risco,6,1527.44,27
2024-07,Pix,cancelado,227,39387.57,27
2024-08,,cancelado,81,7023.08,27
2024-07,CreditCard,integrado,498,102308.05,27
2024-07,CreditCard,cancelado,116,27351.28,27
2024-08,Boleto,integrado,46,8366.49,27
2024-09,Pix,cancelado,45,9169.12,27
2024-09,CreditCard,cancelado,20,4665.92,27
2024-09,Boleto,integrado,18,3417.61,27
2024-09,CreditCard,integrado,107,23410.16,27
2024-09,Pix,integrado,46,10351.00,27
2024-08,Boleto,cancelado,1,199.76,27
2024-07,Boleto,integrado,109,21063.42,27
2024-08,CreditCard,recusado_por_risco,1,147.00,27
2024-07,CreditCard,integrado,5,1460.47,28
2024-08,Pix,cancelado,27,7210.06,28
2024-08,CreditCard,cancelado,83,32293.86,28
2024-08,CreditCard,integrado,71,20537.84,28
2024-08,CreditCard,recusado_por_risco,14,5380.53,28
2024-09,CreditCard,cancelado,144,47103.95,28
2024-08,Boleto,integrado,1,324.91,28
2024-09,Pix,integrado,79,22342.71,28
2024-09,Pix,cancelado,47,14087.16,28
2024-07,Pix,cancelado,2,545.97,28
2024-08,Pix,integrado,67,18899.76,28
2024-07,Pix,integrado,1,282.25,28
2024-07,CreditCard,recusado_por_risco,6,2296.79,28
2024-07,CreditCard,cancelado,21,6524.73,28
2024-09,CreditCard,recusado_por_risco,23,7935.88,28
2024-09,CreditCard,integrado,86,26214.07,28
2024-09,Boleto,integrado,1,321.60,28
2024-07,Pix,integrado,11,1534.68,29
2024-09,Pix,integrado,4,391.56,29
2024-07,Pix,cancelado,8,1151.01,29
2024-08,Pix,cancelado,2,225.78,29
2024-08,CreditCard,integrado,2,269.49,29
2024-07,Boleto,integrado,1,127.89,29
2024-07,CreditCard,cancelado,4,511.56,29
2024-09,CreditCard,integrado,3,407.81,29
2024-07,CreditCard,integrado,11,1678.74,29
2024-09,CreditCard,integrado,162,46289.50,30
2024-09,CreditCard,recusado_por_risco,10,3301.50,30
2024-08,Pix,cancelado,113,23567.11,30
2024-08,CreditCard,integrado,200,54414.62,30
2024-08,CreditCard,recusado_por_risco,9,2237.63,30
2024-08,CreditCard,cancelado,74,19587.24,30
2024-09,Pix,cancelado,52,12571.25,30
2024-07,CreditCard,cancelado,182,59344.33,30
2024-07,CreditCard,recusado_por_risco,13,5189.16,30
2024-07,CreditCard,integrado,273,78495.19,30
2024-08,Pix,integrado,198,44192.59,30
2024-09,CreditCard,cancelado,54,14144.41,30
2024-09,Pix,integrado,156,37711.22,30
2024-07,Pix,cancelado,202,45502.55,30
2024-07,Pix,integrado,393,86098.53,30
2024-08,Pix,cancelado,123,22099.21,31
2024-09,Pix,integrado,344,60829.98,31
2024-08,Pix,integrado,329,57552.48,31
2024-08,CreditCard,integrado,114,30119.01,31
2024-07,Boleto,integrado,7,1983.79,31
2024-09,Boleto,integrado,6,2269.53,31
2024-07,Pix,integrado,316,61570.30,31
2024-07,Pix,cancelado,99,14588.09,31
2024-07,CreditCard,integrado,133,29589.91,31
2024-07,CreditCard,cancelado,101,37723.72,31
2024-09,CreditCard,cancelado,74,19957.96,31
2024-08,Boleto,integrado,6,2392.27,31
2024-08,CreditCard,cancelado,114,31239.65,31
2024-09,CreditCard,integrado,118,25780.97,31
2024-09,CreditCard,recusado_por_risco,11,2989.51,31
2024-07,CreditCard,recusado_por_risco,8,2838.20,31
2024-08,CreditCard,recusado_por_risco,16,4942.41,31
2024-09,Pix,cancelado,120,18910.33,31
2024-07,Boleto,integrado,83,11920.77,32
2024-08,Boleto,integrado,90,11737.62,32
2024-07,CreditCard,integrado,503,74429.01,32
2024-08,Pix,integrado,641,84909.90,32
2024-09,CreditCard,recusado_por_risco,2,303.03,32
2024-08,CreditCard,integrado,416,62064.24,32
2024-09,Pix,cancelado,132,17964.26,32
2024-09,Boleto,integrado,119,18568.16,32
2024-08,CreditCard,cancelado,72,11392.85,32
2024-08,CreditCard,recusado_por_risco,3,393.72,32
2024-07,Pix,cancelado,147,21375.13,32
2024-08,Pix,cancelado,135,19973.57,32
2024-09,CreditCard,integrado,420,61043.58,32
2024-07,CreditCard,cancelado,46,7558.42,32
2024-09,CreditCard,cancelado,96,16455.05,32
2024-09,Pix,integrado,763,107472.19,32
2024-07,Pix,integrado,693,96011.90,32
2024-07,CreditCard,recusado_por_risco,6,1664.24,32
2024-08,CreditCard,cancelado,23,13378.71,33
2024-07,CreditCard,cancelado,31,16392.81,33
2024-07,CreditCard,integrado,2,1782.55,33
2024-09,CreditCard,cancelado,6,2361.82,33
2024-09,CreditCard,cancelado,21,6873.09,34
2024-08,CreditCard,integrado,83,22077.32,34
2024-07,CreditCard,cancelado,19,7002.75,34
2024-07,CreditCard,integrado,89,23335.42,34
2024-09,CreditCard,integrado,72,18821.55,34
2024-08,CreditCard,cancelado,13,4964.91,34
2024-07,CreditCard,cancelado,7,2084.19,35
2024-09,CreditCard,cancelado,2,600.76,35
2024-08,CreditCard,cancelado,3,714.89,35
2024-08,Boleto,integrado,10,1318.00,36
2024-08,CreditCard,cancelado,15,2262.95,36
2024-07,Boleto,integrado,10,1267.00,36
2024-09,CreditCard,integrado,20,2515.06,36
2024-07,CreditCard,cancelado,14,2188.42,36
2024-09,CreditCard,cancelado,6,978.95,36
2024-09,Boleto,integrado,4,549.50,36
2024-07,CreditCard,integrado,51,7289.90,36
2024-08,CreditCard,integrado,40,5792.60,36
2024-08,CreditCard,recusado_por_risco,1,119.95,36
2024-07,CreditCard,integrado,8,2299.79,37
2024-07,Pix,cancelado,2,707.81,37
2024-08,CreditCard,cancelado,3,1377.19,37
2024-09,Pix,cancelado,1,174.50,37
2024-09,CreditCard,recusado_por_risco,2,118675.31,37
2024-07,Pix,integrado,6,1609.53,37
2024-09,Pix,integrado,1,213.30,37
2024-09,CreditCard,recusado_por_risco,10,10210.04,38
2024-09,Pix,integrado,39,35440.70,38
2024-07,Pix,integrado,67,55668.17,38
2024-08,Pix,integrado,58,53047.03,38
2024-09,Boleto,integrado,4,3699.60,38
2024-07,CreditCard,integrado,99,88779.22,38
2024-08,CreditCard,cancelado,57,57575.92,38
2024-07,Boleto,integrado,3,4039.50,38
2024-09,CreditCard,integrado,52,57348.28,38
2024-07,CreditCard,cancelado,87,84081.75,38
2024-09,CreditCard,cancelado,64,80717.72,38
2024-07,Pix,cancelado,49,46981.62,38
2024-08,CreditCard,integrado,69,70475.01,38
2024-09,Pix,cancelado,40,35991.70,38
2024-08,Boleto,integrado,2,1349.90,38
2024-08,CreditCard,recusado_por_risco,3,2813.68,38
2024-08,Pix,cancelado,33,27898.43,38
2024-07,CreditCard,recusado_por_risco,1,1749.43,38
2024-08,CreditCard,recusado_por_risco,4,826.67,39
2024-07,Boleto,integrado,203,35305.47,39
2024-08,Pix,integrado,437,82780.09,39
2024-07,Pix,integrado,296,50982.50,39
2024-08,CreditCard,integrado,603,134055.55,39
2024-08,CreditCard,cancelado,206,45267.44,39
2024-07,CreditCard,integrado,500,100310.20,39
2024-09,Boleto,integrado,109,21209.20,39
2024-09,CreditCard,integrado,350,76491.53,39
2024-09,CreditCard,cancelado,122,29716.14,39
2024-07,CreditCard,cancelado,118,25750.89,39
2024-07,Pix,cancelado,140,23093.20,39
2024-09,Pix,integrado,316,60085.90,39
2024-09,Pix,cancelado,120,25008.17,39
2024-08,Boleto,integrado,179,35739.50,39
2024-07,CreditCard,recusado_por_risco,8,1439.24,39
2024-08,Pix,cancelado,190,35943.44,39
2024-09,CreditCard,recusado_por_risco,1,295.90,39
2024-07,CreditCard,integrado,16,2944.19,40
2024-07,Pix,integrado,27,4878.80,40
2024-07,Boleto,integrado,2,288.90,40
2024-09,Pix,integrado,3,514.50,40
2024-08,CreditCard,cancelado,3,604.94,40
2024-07,Pix,cancelado,5,1097.50,40
2024-09,Boleto,integrado,1,298.00,40
2024-08,CreditCard,integrado,5,910.53,40
2024-07,CreditCard,cancelado,4,1092.78,40
2024-08,Pix,cancelado,1,358.00,40
2024-08,Pix,integrado,5,971.85,40
2024-07,Pix,cancelado,28,16116.62,41
2024-09,CreditCard,recusado_por_risco,4,3579.62,41
2024-08,CreditCard,cancelado,26,18285.16,41
2024-08,CreditCard,integrado,54,31595.87,41
2024-07,Pix,integrado,73,35009.09,41
2024-09,Pix,integrado,25,8285.09,41
2024-07,CreditCard,cancelado,35,16835.61,41
2024-07,CreditCard,integrado,55,35379.45,41
2024-09,CreditCard,integrado,16,9397.48,41
2024-08,Pix,integrado,68,39098.95,41
2024-08,Pix,cancelado,21,12460.10,41
2024-09,CreditCard,cancelado,20,14317.99,41
2024-07,CreditCard,recusado_por_risco,4,3564.80,41
2024-09,Pix,cancelado,12,9888.90,41
2024-08,CreditCard,recusado_por_risco,1,499.90,41
2024-07,Boleto,integrado,1,349.90,41
2024-07,CreditCard,integrado,14,6288.14,42
2024-08,Pix,integrado,7,1987.06,42
2024-09,CreditCard,integrado,6,3165.72,42
2024-07,CreditCard,cancelado,3,2171.78,42
2024-07,Pix,cancelado,11,4950.55,42
2024-07,Boleto,integrado,2,239.80,42
2024-08,CreditCard,integrado,9,3557.54,42
2024-08,Pix,cancelado,7,2216.51,42
2024-08,CreditCard,cancelado,5,1660.85,42
2024-08,Boleto,integrado,3,482.70,42
2024-09,Boleto,integrado,1,197.90,42
2024-09,Pix,cancelado,2,281.00,42
2024-07,Pix,integrado,24,8531.18,42
2024-09,Pix,integrado,8,2054.33,42
2024-09,CreditCard,cancelado,2,517.86,42
2024-07,Pix,integrado,347,58201.54,43
